,Unnamed: 0,Unnamed: 0.1,business_id_x,categories,business_id_y,date,review_id,stars,text,type,user_id,votes
45571,59838,59838,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2009-01-14,gJORtkoChN7JZrichmSNPA,1.0,"""I guess nothing is ever as good as you remember it""
-Marge Simpson
Unfortunately, I tend to forget why Gino's pizza is the most awful pizza place in Arizona.

About every four years I forget that they use the world's worst watered down sauce, synthetic tasting, plastic-like cheeses and toppings, and a crust that seems to only consist of equal portions of flour and water. That leads to forcing myself into a journey that reminds me that this place is a poor excuse for a pizza parlor.

It's clear this place has a steady stream of customers, (the owner flaunts an ever changing sports car out front of the restaurant). How else could he afford to drive nice vehicles? That leads me to believe that there are like-minded saps who make a residual journey every few years to find out why it's been so long since there last visit.

On a positive nod to nostalgia, they still have the same arcade games I fed quarters to as a child. That tends to bring a lighter side to each visit.


It is very clear that this is the worst pizza (find out for yourself!), but at least you can always rely on the on that consistency.",review,IKJR3VafpwuJr7ILYnSO7Q,"{u'funny': 8, u'useful': 5, u'cool': 2}"
45572,59839,59839,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2011-10-15,LquERYdU90ZxphTGnazg_A,1.0,Terrible!  Ordered pepperoni pizza and wings ($25). Wings were fatty disgusting and soggy. Pizza was mediocre at best. I will never order from this place again. I have no idea how they are still in business.,review,xsCG6G8GjMimBtE8SmpqYQ,"{u'funny': 0, u'useful': 2, u'cool': 0}"
45573,59840,59840,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-01-12,iNNcOQOBXXzfkJVh9hfavw,1.0,Simply the worst pizza in the valley.,review,21degEOtc-Bbpmg6_Ul_tw,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45574,59841,59841,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-03-19,L2Z3KOn1h0-u_hfcuiExOA,5.0,"Gino's Pizza is one of those places I have growing up as a kid. Living in the ghetto south Phoenix neighborhood in which it is located, my parents frequently ordered delivery from this place. Now that I am a grown up, I still love it. It is just as good as I remember. I take a drive down once a month from north Phoenix.

Now keep in mind. I am praising them for their namesake... PIZZA. Anything else ... such as wings... is not so good. 

Even so... I think Gino's is one of those ""Love it or hate it"" things. My stepdad says it tastes like a tortilla with ketchup on it. I say, cardboard never tasted so good!",review,wtFYMfmqNdSuZjYE4l3auQ,"{u'funny': 1, u'useful': 2, u'cool': 1}"
45575,59842,59842,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-04-13,X2kuwQEgH6RKOeWnqMACYA,5.0,"My First Love!! Gino my love all I do is daydream about you out here in Charleston, SC!! I flew out to Phoenix last month just to have you in my mouth! Only if you delivered to the east coast, say you'll never change..I Love you! Your #1 Fan! =)",review,4-y6PDZNPLaFtWF6aPSO-g,"{u'funny': 2, u'useful': 1, u'cool': 1}"
45576,59843,59843,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-05-19,SKjBaRtzN9ZnjmgNNEUsQg,5.0,That's was some good pizza! Found myself a new pizza spot in south Phoenix. You can tell fresh  ingredients very different from popular chains.,review,F3DlcUvRAIB6-4Amb-NTxA,"{u'funny': 0, u'useful': 2, u'cool': 0}"
45577,59844,59844,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-08-25,kfpgn75CYv8vbfRPXJcKHA,1.0,made us sick. :(,review,Jz4scLeJk2eki2vXmcETSA,"{u'funny': 1, u'useful': 0, u'cool': 0}"
45578,59845,59845,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2012-08-30,BADaNlKoYfCzAph1pxrDsw,1.0,"Some really great places to eat in South Phoenix. This is not one of them. The pizza is terrible - somewhere between a two day old Tombstone left in the sun and a slice of toasted bread with ketchup and imitation cheese slopped on it. Also, no air conditioning in Phoenix in August. How is this not a health code violation? Oh yeah, the one they have posted is expired. For fun, step out the back door and watch the pimps slap their girls around. I agree with the other posters on one thing though. The owner has a pretty cool car.",review,5De5uf49k8nSlb_lx5Fcbg,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45579,59846,59846,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2013-02-27,AbF0Px9uY9N8l2JI5z5c0Q,4.0,"I complained recently that there were no local takeout pizza places nearby, to which several friends responded that I was nuts. ""Have you tried Gino's?!?!"" they asked..... I promised that I would get there ASAP and finally did so tonight. I had my in-laws over and we all agreed that it was generally very good. I don't know that I'm a fan of the crust, but there's not much of it and I am a fan of that. Plus, I was impressed to find tasty fresh red onions on our veggie pizza (weird that this simple ingredient is remarkable, but it was), and overall good toppings with slightly above average sauce. I vow to immediately stop ordering from the chain place around the corner unless I'm really desperate -- all future business goes to Gino's when I'm in the neighborhood and looking for takeout. And there's also a decent little area for dining in, including arcade, but who knows when we'll ever make the time to stay. Maybe if there's ever a band on the stage?",review,HZ3ItZ23xZHqjUjRIdPi7Q,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45580,59847,59847,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2013-04-02,kpdMb5fFuPdbaSM223zf4g,1.0,"There are a lack of independent pizza places in South Phoenix, the chain pizza places are easy to find sure, but if you are looking for a natural fresh tasting NY style pizza you are out of luck. Which makes it very hard to write this review. Gino's is only 2 miles from me, and it is an independently owned mom and pop type place, so when something like this exists in South Phoenix I want desperately to like it.

The sad reality, for both Gino's and myself, is that this is truly the worst pizza I've ever had. When I say that I mean almost inedible. It's basically a technicality that this pizza passes as edible. For instance the ingredients within may be common for your average pizza, It may even look like pizza, but on every other level something is just wrong with it.

Visually the pizza, while looking like a pizza (round in shape with cheese and sauce), is disheartening at first glance before you even taste it. Unfortunately this is one of the times you can judge a book by a cover. When you bite into a slice it sort of has this film of water to it. Something that immediately forms a barrier between your taste buds and the slice.

Often you will see pizza boxes display that their mozzarella is 100% REAL dairy cheese. When you eat Gino's you can't help wondering if they left that off their boxes for legal reasons. The cheese has this rubbery plastic type texture to it and seems to be absent of taste.This is sub-sub-store brand cheese, in fact it seems like it would be a challenge in itself to acquire a blend of materials so consistently awful. The crust is like cardboard, sometimes even a little burnt. I don't know how this crust was made. It's almost like every time a vital ingredient was left out of the cooking process rendering the pretty funky tasting. It's almost like the main goal of the crust was merely to house the toppings, not to be eaten. 

It's so rare i eat a pizza that is disappointing on every level, but in this case that's Gino's. I have traveled around the United States. Ate pizza in New York and in comparison Wyoming and it's trippy to think that the worst pizza i've had is 2 miles from me.

Maybe some day Gino's will go through big changes. that would be great because I really wanted this place to be ""my pizza place"".",review,MosHkNo5EpYkJ1j9yocrIw,"{u'funny': 0, u'useful': 2, u'cool': 0}"
